,state,county,fips,population_estimate
1418,Mississippi,DeSoto County,28033,184945
1419,Mississippi,Forrest County,28035,74897
1420,Mississippi,Franklin County,28037,7713
1421,Mississippi,George County,28039,24500
1422,Mississippi,Greene County,28041,13586
1423,Mississippi,Grenada County,28043,20758
1424,Mississippi,Hancock County,28045,47632
1425,Mississippi,Harrison County,28047,208080
1426,Mississippi,Hinds County,28049,231840
1427,Mississippi,Holmes County,28051,17010
1428,Mississippi,Humphreys County,28053,8064
1429,Mississippi,Issaquena County,28055,1327
1430,Mississippi,Itawamba County,28057,23390
1431,Mississippi,Jackson County,28059,143617
1432,Mississippi,Jasper County,28061,16383
1433,Mississippi,Jefferson County,28063,6990
1434,Mississippi,Jefferson Davis County,28065,11128
1435,Mississippi,Jones County,28067,68098
1436,Mississippi,Kemper County,28069,9742
1437,Mississippi,Lafayette County,28071,54019
1438,Mississippi,Lamar County,28073,63343
1439,Mississippi,Lauderdale County,28075,74125
1440,Mississippi,Lawrence County,28077,12586
1441,Mississippi,Leake County,28079,22786
1442,Mississippi,Lee County,28081,85436
1443,Mississippi,Leflore County,28083,28183
1444,Mississippi,Lincoln County,28085,34153
1445,Mississippi,Lowndes County,28087,58595
1446,Mississippi,Madison County,28089,106272
1447,Mississippi,Marion County,28091,24573
1448,Mississippi,Marshall County,28093,35294
1449,Mississippi,Monroe County,28095,35252
1450,Mississippi,Montgomery County,28097,9775
1451,Mississippi,Neshoba County,28099,29118
1452,Mississippi,Newton County,28101,21018
1453,Mississippi,Noxubee County,28103,10417
1454,Mississippi,Oktibbeha County,28105,49587
1455,Mississippi,Panola County,28107,34192
1456,Mississippi,Pearl River County,28109,55535
1457,Mississippi,Perry County,28111,11973
1458,Mississippi,Pike County,28113,39288
1459,Mississippi,Pontotoc County,28115,32174
1460,Mississippi,Prentiss County,28117,25126
1461,Mississippi,Quitman County,28119,6792
1462,Mississippi,Rankin County,28121,155271
1463,Mississippi,Scott County,28123,28124
1464,Mississippi,Sharkey County,28125,4321
1465,Mississippi,Simpson County,28127,26658
1466,Mississippi,Smith County,28129,15916
1467,Mississippi,Stone County,28131,18336
1468,Mississippi,Sunflower County,28133,25110
1469,Mississippi,Tallahatchie County,28135,13809
1470,Mississippi,Tate County,28137,28321
1471,Mississippi,Tippah County,28139,22015
1472,Mississippi,Tishomingo County,28141,19383
1473,Mississippi,Tunica County,28143,9632
1474,Mississippi,Union County,28145,28815
1475,Mississippi,Walthall County,28147,14286
1476,Mississippi,Warren County,28149,45381
1477,Mississippi,Washington County,28151,43909
1478,Mississippi,Wayne County,28153,20183
1479,Mississippi,Webster County,28155,9689
1480,Mississippi,Wilkinson County,28157,8630
1481,Mississippi,Winston County,28159,17955
1482,Mississippi,Yalobusha County,28161,12108
1483,Mississippi,Yazoo County,28163,29690
1484,Missouri,Adair County,29001,25343
1485,Missouri,Andrew County,29003,17712
1486,Missouri,Atchison County,29005,5143
1487,Missouri,Audrain County,29007,25388
1488,Missouri,Barry County,29009,35789
1489,Missouri,Barton County,29011,11754
1490,Missouri,Bates County,29013,16172
1491,Missouri,Benton County,29015,19443
1492,Missouri,Bollinger County,29017,12133
1493,Missouri,Boone County,29019,180463
1494,Missouri,Buchanan County,29021,87364
1495,Missouri,Butler County,29023,42478
1496,Missouri,Caldwell County,29025,9020
1497,Missouri,Callaway County,29027,44743
1498,Missouri,Camden County,29029,46305
1499,Missouri,Cape Girardeau County,29031,78871
1500,Missouri,Carroll County,29033,8679
1501,Missouri,Carter County,29035,5982
1502,Missouri,Cass County,29037,105780
1503,Missouri,Cedar County,29039,14349
1504,Missouri,Chariton County,29041,7426
1505,Missouri,Christian County,29043,88595
1506,Missouri,Clark County,29045,6797
1507,Missouri,Clay County,29047,249948
1508,Missouri,Clinton County,29049,20387
1509,Missouri,Cole County,29051,76745
1510,Missouri,Cooper County,29053,17709
1511,Missouri,Crawford County,29055,23920
1512,Missouri,Dade County,29057,7561
1513,Missouri,Dallas County,29059,16878
1514,Missouri,Daviess County,29061,8278
1515,Missouri,DeKalb County,29063,12547
1516,Missouri,Dent County,29065,15573
1517,Missouri,Douglas County,29067,13185
1518,Missouri,Dunklin County,29069,29131
1519,Missouri,Franklin County,29071,103967
1520,Missouri,Gasconade County,29073,14706
1521,Missouri,Gentry County,29075,6571
1522,Missouri,Greene County,29077,293086
1523,Missouri,Grundy County,29079,9850
1524,Missouri,Harrison County,29081,8352
1525,Missouri,Henry County,29083,21824
1526,Missouri,Hickory County,29085,9544
1527,Missouri,Holt County,29087,4403
1528,Missouri,Howard County,29089,10001
1529,Missouri,Howell County,29091,40117
1530,Missouri,Iron County,29093,10125
1531,Missouri,Jackson County,29095,703011
1532,Missouri,Jasper County,29097,121328
1533,Missouri,Jefferson County,29099,225081
1534,Missouri,Johnson County,29101,54062
1535,Missouri,Knox County,29103,3959
1536,Missouri,Laclede County,29105,35723
1537,Missouri,Lafayette County,29107,32708
1538,Missouri,Lawrence County,29109,38355
1539,Missouri,Lewis County,29111,9776
1540,Missouri,Lincoln County,29113,59013
1541,Missouri,Linn County,29115,11920
1542,Missouri,Livingston County,29117,15227
1543,Missouri,McDonald County,29119,22837
1544,Missouri,Macon County,29121,15117
1545,Missouri,Madison County,29123,12088
1546,Missouri,Maries County,29125,8697
1547,Missouri,Marion County,29127,28530
1548,Missouri,Mercer County,29129,3617
1549,Missouri,Miller County,29131,25619
1550,Missouri,Mississippi County,29133,13180
1551,Missouri,Moniteau County,29135,16132
1552,Missouri,Monroe County,29137,8644
1553,Missouri,Montgomery County,29139,11551
1554,Missouri,Morgan County,29141,20627
1555,Missouri,New Madrid County,29143,17076
1556,Missouri,Newton County,29145,58236
1557,Missouri,Nodaway County,29147,22092
1558,Missouri,Oregon County,29149,10529
1559,Missouri,Osage County,29151,13615
1560,Missouri,Ozark County,29153,9174
1561,Missouri,Pemiscot County,29155,15805
1562,Missouri,Perry County,29157,19136
1563,Missouri,Pettis County,29159,42339
1564,Missouri,Phelps County,29161,44573
1565,Missouri,Pike County,29163,18302
1566,Missouri,Platte County,29165,104418
1567,Missouri,Polk County,29167,32149
1568,Missouri,Pulaski County,29169,52607
1569,Missouri,Putnam County,29171,4696
1570,Missouri,Ralls County,29173,10309
1571,Missouri,Randolph County,29175,24748
1572,Missouri,Ray County,29177,23018
1573,Missouri,Reynolds County,29179,6270
1574,Missouri,Ripley County,29181,13288
1575,Missouri,St. Charles County,29183,402022
1576,Missouri,St. Clair County,29185,9397
1577,Missouri,Ste. Genevieve County,29186,17894
1578,Missouri,St. Francois County,29187,67215
1579,Missouri,St. Louis County,29189,994205
1580,Missouri,Saline County,29195,22761
1581,Missouri,Schuyler County,29197,4660
1582,Missouri,Scotland County,29199,4902
1583,Missouri,Scott County,29201,38280
1584,Missouri,Shannon County,29203,8166
1585,Missouri,Shelby County,29205,5930
1586,Missouri,Stoddard County,29207,29025
1587,Missouri,Stone County,29209,31952
1588,Missouri,Sullivan County,29211,6089
1589,Missouri,Taney County,29213,55928
1590,Missouri,Texas County,29215,25398
1591,Missouri,Vernon County,29217,20563
1592,Missouri,Warren County,29219,35649
1593,Missouri,Washington County,29221,24730
1594,Missouri,Wayne County,29223,12873
1595,Missouri,Webster County,29225,39592
1596,Missouri,Worth County,29227,2013
1597,Missouri,Wright County,29229,18289
1598,Missouri,St. Louis city,29510,300576
1599,Montana,Beaverhead County,30001,9453
1600,Montana,Big Horn County,30003,13319
1601,Montana,Blaine County,30005,6681
1602,Montana,Broadwater County,30007,6237
1603,Montana,Carbon County,30009,10725
1604,Montana,Carter County,30011,1252
1605,Montana,Cascade County,30013,81366
1606,Montana,Chouteau County,30015,5635
1607,Montana,Custer County,30017,11402
1608,Montana,Daniels County,30019,1690
1609,Montana,Dawson County,30021,8613
1610,Montana,Deer Lodge County,30023,9140
1611,Montana,Fallon County,30025,2846
1612,Montana,Fergus County,30027,11050
1613,Montana,Flathead County,30029,103806
1614,Montana,Gallatin County,30031,114434
1615,Montana,Garfield County,30033,1258
1616,Montana,Glacier County,30035,13753
1617,Montana,Golden Valley County,30037,821
1618,Montana,Granite County,30039,3379
1619,Montana,Hill County,30041,16484
1620,Montana,Jefferson County,30043,12221
1621,Montana,Judith Basin County,30045,2007
1622,Montana,Lake County,30047,30458
1623,Montana,Lewis and Clark County,30049,69432
1624,Montana,Liberty County,30051,2337
1625,Montana,Lincoln County,30053,19980
1626,Montana,McCone County,30055,1664
1627,Montana,Madison County,30057,8600
1628,Montana,Meagher County,30059,1862
1629,Montana,Mineral County,30061,4397
1630,Montana,Missoula County,30063,119600
1631,Montana,Musselshell County,30065,4633
1632,Montana,Park County,30067,16606
1633,Montana,Petroleum County,30069,487
1634,Montana,Phillips County,30071,3954
1635,Montana,Pondera County,30073,5911
1636,Montana,Powder River County,30075,1682
1637,Montana,Powell County,30077,6890
1638,Montana,Prairie County,30079,1077
1639,Montana,Ravalli County,30081,43806
1640,Montana,Richland County,30083,10803
1641,Montana,Roosevelt County,30085,11004
1642,Montana,Rosebud County,30087,8937
1643,Montana,Sanders County,30089,12113
1644,Montana,Sheridan County,30091,3309
1645,Montana,Silver Bow County,30093,34915
1646,Montana,Stillwater County,30095,9642
1647,Montana,Sweet Grass County,30097,3737
1648,Montana,Teton County,30099,6147
1649,Montana,Toole County,30101,4736
1650,Montana,Treasure County,30103,696
1651,Montana,Valley County,30105,7396
1652,Montana,Wheatland County,30107,2126
1653,Montana,Wibaux County,30109,969
1654,Montana,Yellowstone County,30111,161300
1655,Nebraska,Adams County,31001,31363
1656,Nebraska,Antelope County,31003,6298
1657,Nebraska,Arthur County,31005,463
1658,Nebraska,Banner County,31007,745
1659,Nebraska,Blaine County,31009,465
1660,Nebraska,Boone County,31011,5192
1661,Nebraska,Box Butte County,31013,10783
1662,Nebraska,Boyd County,31015,1919
1663,Nebraska,Brown County,31017,2955
1664,Nebraska,Buffalo County,31019,49659
1665,Nebraska,Burt County,31021,6459
1666,Nebraska,Butler County,31023,8016
1667,Nebraska,Cass County,31025,26248
1668,Nebraska,Cedar County,31027,8402
1669,Nebraska,Chase County,31029,3924
1670,Nebraska,Cherry County,31031,5689
1671,Nebraska,Cheyenne County,31033,8910
1672,Nebraska,Clay County,31035,6203
1673,Nebraska,Colfax County,31037,10709
1674,Nebraska,Cuming County,31039,8846
1675,Nebraska,Custer County,31041,10777
1676,Nebraska,Dakota County,31043,20026
1677,Nebraska,Dawes County,31045,8589
1678,Nebraska,Dawson County,31047,23595
1679,Nebraska,Deuel County,31049,1794
1680,Nebraska,Dixon County,31051,5636
1681,Nebraska,Dodge County,31053,36565
1682,Nebraska,Douglas County,31055,571327
1683,Nebraska,Dundy County,31057,1693
1684,Nebraska,Fillmore County,31059,5462
1685,Nebraska,Franklin County,31061,2979
1686,Nebraska,Frontier County,31063,2627
1687,Nebraska,Furnas County,31065,4676
1688,Nebraska,Gage County,31067,21513
1689,Nebraska,Garden County,31069,1837
1690,Nebraska,Garfield County,31071,1969
1691,Nebraska,Gosper County,31073,1990
1692,Nebraska,Grant County,31075,623
1693,Nebraska,Greeley County,31077,2356
1694,Nebraska,Hall County,31079,61353
1695,Nebraska,Hamilton County,31081,9324
1696,Nebraska,Harlan County,31083,3380
1697,Nebraska,Hayes County,31085,922
1698,Nebraska,Hitchcock County,31087,2762
1699,Nebraska,Holt County,31089,10067
1700,Nebraska,Hooker County,31091,682
1701,Nebraska,Howard County,31093,6445
1702,Nebraska,Jefferson County,31095,7046
1703,Nebraska,Johnson County,31097,5071
1704,Nebraska,Kearney County,31099,6495
1705,Nebraska,Keith County,31101,8034
1706,Nebraska,Keya Paha County,31103,806
1707,Nebraska,Kimball County,31105,3632
1708,Nebraska,Knox County,31107,8332
1709,Nebraska,Lancaster County,31109,319090
1710,Nebraska,Lincoln County,31111,34914
1711,Nebraska,Logan County,31113,748
1712,Nebraska,Loup County,31115,664
1713,Nebraska,McPherson County,31117,494
1714,Nebraska,Madison County,31119,35099
1715,Nebraska,Merrick County,31121,7755
1716,Nebraska,Morrill County,31123,4642
1717,Nebraska,Nance County,31125,3519
1718,Nebraska,Nemaha County,31127,6972
1719,Nebraska,Nuckolls County,31129,4148
1720,Nebraska,Otoe County,31131,16012
1721,Nebraska,Pawnee County,31133,2613
1722,Nebraska,Perkins County,31135,2891
1723,Nebraska,Phelps County,31137,9034
1724,Nebraska,Pierce County,31139,7148
1725,Nebraska,Platte County,31141,33470
1726,Nebraska,Polk County,31143,5213
1727,Nebraska,Red Willow County,31145,10724
1728,Nebraska,Richardson County,31147,7865
1729,Nebraska,Rock County,31149,1357
1730,Nebraska,Saline County,31151,14224
1731,Nebraska,Sarpy County,31153,187196
1732,Nebraska,Saunders County,31155,21578
1733,Nebraska,Scotts Bluff County,31157,35618
1734,Nebraska,Seward County,31159,17284
1735,Nebraska,Sheridan County,31161,5246
1736,Nebraska,Sherman County,31163,3001
1737,Nebraska,Sioux County,31165,1166
1738,Nebraska,Stanton County,31167,5920
1739,Nebraska,Thayer County,31169,5003
1740,Nebraska,Thomas County,31171,722
1741,Nebraska,Thurston County,31173,7224
1742,Nebraska,Valley County,31175,4158
1743,Nebraska,Washington County,31177,20729
1744,Nebraska,Wayne County,31179,9385
1745,Nebraska,Webster County,31181,3487
1746,Nebraska,Wheeler County,31183,783
1747,Nebraska,York County,31185,13679
1748,Nevada,Churchill County,32001,24909
1749,Nevada,Clark County,32003,2266715
1750,Nevada,Douglas County,32005,48905
1751,Nevada,Elko County,32007,52778
1752,Nevada,Esmeralda County,32009,873
1753,Nevada,Eureka County,32011,2029
1754,Nevada,Humboldt County,32013,16831
1755,Nevada,Lander County,32015,5532
1756,Nevada,Lincoln County,32017,5183
1757,Nevada,Lyon County,32019,57510
1758,Nevada,Mineral County,32021,4505
1759,Nevada,Nye County,32023,46523
1760,Nevada,Pershing County,32027,6725
1761,Nevada,Storey County,32029,4123
1762,Nevada,Washoe County,32031,471519
1763,Nevada,White Pine County,32033,9580
1764,Nevada,Carson City,32510,55916
1765,New Hampshire,Belknap County,33001,61303
1766,New Hampshire,Carroll County,33003,48910
1767,New Hampshire,Cheshire County,33005,76085
1768,New Hampshire,Coos County,33007,31563
1769,New Hampshire,Grafton County,33009,89886
1770,New Hampshire,Hillsborough County,33011,417025
1771,New Hampshire,Merrimack County,33013,151391
1772,New Hampshire,Rockingham County,33015,309769
1773,New Hampshire,Strafford County,33017,130633
1774,New Hampshire,Sullivan County,33019,43146
1775,New Jersey,Atlantic County,34001,263670
1776,New Jersey,Bergen County,34003,932202
1777,New Jersey,Burlington County,34005,445349
1778,New Jersey,Camden County,34007,506471
1779,New Jersey,Cape May County,34009,92039
1780,New Jersey,Cumberland County,34011,149527
1781,New Jersey,Essex County,34013,798975
1782,New Jersey,Gloucester County,34015,291636
1783,New Jersey,Hudson County,34017,672391
1784,New Jersey,Hunterdon County,34019,124371
1785,New Jersey,Mercer County,34021,367430
1786,New Jersey,Middlesex County,34023,825062
1787,New Jersey,Monmouth County,34025,618795
1788,New Jersey,Morris County,34027,491845
1789,New Jersey,Ocean County,34029,607186
1790,New Jersey,Passaic County,34031,501826
1791,New Jersey,Salem County,34033,62385
1792,New Jersey,Somerset County,34035,328934
1793,New Jersey,Sussex County,34037,140488
1794,New Jersey,Union County,34039,556341
1795,New Jersey,Warren County,34041,105267
1796,New Mexico,Bernalillo County,35001,679121
1797,New Mexico,Catron County,35003,3527
1798,New Mexico,Chaves County,35005,64615
1799,New Mexico,Cibola County,35006,26675
1800,New Mexico,Colfax County,35007,11941
1801,New Mexico,Curry County,35009,48954
1802,New Mexico,De Baca County,35011,1748
1803,New Mexico,Doña Ana County,35013,218195
1804,New Mexico,Eddy County,35015,58460
1805,New Mexico,Grant County,35017,26998
1806,New Mexico,Guadalupe County,35019,4300
1807,New Mexico,Harding County,35021,625
1808,New Mexico,Hidalgo County,35023,4198
1809,New Mexico,Lea County,35025,71070
1810,New Mexico,Lincoln County,35027,19572
1811,New Mexico,Los Alamos County,35028,19369
1812,New Mexico,Luna County,35029,23709
1813,New Mexico,McKinley County,35031,71367
1814,New Mexico,Mora County,35033,4521
1815,New Mexico,Otero County,35035,67490
1816,New Mexico,Quay County,35037,8253
1817,New Mexico,Rio Arriba County,35039,38921
1818,New Mexico,Roosevelt County,35041,18500
1819,New Mexico,Sandoval County,35043,146748
1820,New Mexico,San Juan County,35045,123958
1821,New Mexico,San Miguel County,35047,27277
1822,New Mexico,Santa Fe County,35049,150358
1823,New Mexico,Sierra County,35051,10791
1824,New Mexico,Socorro County,35053,16637
1825,New Mexico,Taos County,35055,32723
1826,New Mexico,Torrance County,35057,15461
1827,New Mexico,Union County,35059,4059
1828,New Mexico,Valencia County,35061,76688
1829,New York,Albany County,36001,305506
1830,New York,Allegany County,36003,46091
1831,New York,Bronx County,36005,1418207
1832,New York,Broome County,36007,190488
1833,New York,Cattaraugus County,36009,76117
1834,New York,Cayuga County,36011,76576
1835,New York,Chautauqua County,36013,126903
1836,New York,Chemung County,36015,83456
1837,New York,Chenango County,36017,47207
1838,New York,Clinton County,36019,80485
1839,New York,Columbia County,36021,59461
1840,New York,Cortland County,36023,47581
1841,New York,Delaware County,36025,44135
1842,New York,Dutchess County,36027,294218
1843,New York,Erie County,36029,918702
1844,New York,Essex County,36031,36885
1845,New York,Franklin County,36033,50022
1846,New York,Fulton County,36035,53383
1847,New York,Genesee County,36037,57280
1848,New York,Greene County,36039,47188
1849,New York,Hamilton County,36041,4416
1850,New York,Herkimer County,36043,61319
1851,New York,Jefferson County,36045,109834
1852,New York,Kings County,36047,2559903
1853,New York,Lewis County,36049,26296
1854,New York,Livingston County,36051,62914
1855,New York,Madison County,36053,70941
1856,New York,Monroe County,36055,741770
1857,New York,Montgomery County,36057,49221
1858,New York,Nassau County,36059,1356924
1859,New York,New York County,36061,1628706
1860,New York,Niagara County,36063,209281
1861,New York,Oneida County,36065,228671
1862,New York,Onondaga County,36067,460528
1863,New York,Ontario County,36069,109777
1864,New York,Orange County,36071,384940
1865,New York,Orleans County,36073,40352
1866,New York,Oswego County,36075,117124
1867,New York,Otsego County,36077,59493
1868,New York,Putnam County,36079,98320
1869,New York,Queens County,36081,2253858
1870,New York,Rensselaer County,36083,158714
1871,New York,Richmond County,36085,476143
1872,New York,Rockland County,36087,325789
1873,New York,St. Lawrence County,36089,107740
1874,New York,Saratoga County,36091,229863
1875,New York,Schenectady County,36093,155299
1876,New York,Schoharie County,36095,30999
1877,New York,Schuyler County,36097,17807
1878,New York,Seneca County,36099,34016
1879,New York,Steuben County,36101,95379
1880,New York,Suffolk County,36103,1476601
1881,New York,Sullivan County,36105,75432
1882,New York,Tioga County,36107,48203
1883,New York,Tompkins County,36109,102180
1884,New York,Ulster County,36111,177573
1885,New York,Warren County,36113,63944
1886,New York,Washington County,36115,61204
1887,New York,Wayne County,36117,89918
1888,New York,Westchester County,36119,967506
1889,New York,Wyoming County,36121,39859
1890,New York,Yates County,36123,24913
1891,North Carolina,Alamance County,37001,169509
1892,North Carolina,Alexander County,37003,37497
1893,North Carolina,Alleghany County,37005,11137
1894,North Carolina,Anson County,37007,24446
1895,North Carolina,Ashe County,37009,27203
1896,North Carolina,Avery County,37011,17557
1897,North Carolina,Beaufort County,37013,46994
1898,North Carolina,Bertie County,37015,18947
1899,North Carolina,Bladen County,37017,32722
1900,North Carolina,Brunswick County,37019,142820
1901,North Carolina,Buncombe County,37021,261191
1902,North Carolina,Burke County,37023,90485
1903,North Carolina,Cabarrus County,37025,216453
1904,North Carolina,Caldwell County,37027,82178
1905,North Carolina,Camden County,37029,10867
1906,North Carolina,Carteret County,37031,69473
1907,North Carolina,Caswell County,37033,22604
1908,North Carolina,Catawba County,37035,159551
1909,North Carolina,Chatham County,37037,74470
1910,North Carolina,Cherokee County,37039,28612
1911,North Carolina,Chowan County,37041,13943
1912,North Carolina,Clay County,37043,11231
1913,North Carolina,Cleveland County,37045,97947
1914,North Carolina,Columbus County,37047,55508
1915,North Carolina,Craven County,37049,102139
1916,North Carolina,Cumberland County,37051,335509
1917,North Carolina,Currituck County,37053,27763
1918,North Carolina,Dare County,37055,37009
1919,North Carolina,Davidson County,37057,167609
1920,North Carolina,Davie County,37059,42846
1921,North Carolina,Duplin County,37061,58741
1922,North Carolina,Durham County,37063,321488
1923,North Carolina,Edgecombe County,37065,51472
1924,North Carolina,Forsyth County,37067,382295
1925,North Carolina,Franklin County,37069,69685
1926,North Carolina,Gaston County,37071,224529
1927,North Carolina,Gates County,37073,11562
1928,North Carolina,Graham County,37075,8441
1929,North Carolina,Granville County,37077,60443
1930,North Carolina,Greene County,37079,21069
1931,North Carolina,Guilford County,37081,537174
1932,North Carolina,Halifax County,37083,50010
1933,North Carolina,Harnett County,37085,135976
1934,North Carolina,Haywood County,37087,62317
1935,North Carolina,Henderson County,37089,117417
1936,North Carolina,Hertford County,37091,23677
1937,North Carolina,Hoke County,37093,55234
1938,North Carolina,Hyde County,37095,4937
1939,North Carolina,Iredell County,37097,181806
1940,North Carolina,Jackson County,37099,43938
1941,North Carolina,Johnston County,37101,209339
1942,North Carolina,Jones County,37103,9419
1943,North Carolina,Lee County,37105,61779
1944,North Carolina,Lenoir County,37107,55949
1945,North Carolina,Lincoln County,37109,86111
1946,North Carolina,McDowell County,37111,45756
1947,North Carolina,Macon County,37113,35858
1948,North Carolina,Madison County,37115,21755
1949,North Carolina,Martin County,37117,22440
1950,North Carolina,Mecklenburg County,37119,1110356
1951,North Carolina,Mitchell County,37121,14964
1952,North Carolina,Montgomery County,37123,27173
1953,North Carolina,Moore County,37125,100880
1954,North Carolina,Nash County,37127,94298
1955,North Carolina,New Hanover County,37129,234473
1956,North Carolina,Northampton County,37131,19483
1957,North Carolina,Onslow County,37133,197938
1958,North Carolina,Orange County,37135,148476
1959,North Carolina,Pamlico County,37137,12726
1960,North Carolina,Pasquotank County,37139,39824
1961,North Carolina,Pender County,37141,63060
1962,North Carolina,Perquimans County,37143,13463
1963,North Carolina,Person County,37145,39490
1964,North Carolina,Pitt County,37147,180742
1965,North Carolina,Polk County,37149,20724
1966,North Carolina,Randolph County,37151,143667
1967,North Carolina,Richmond County,37153,44829
1968,North Carolina,Robeson County,37155,130625
1969,North Carolina,Rockingham County,37157,91010
1970,North Carolina,Rowan County,37159,142088
1971,North Carolina,Rutherford County,37161,67029
1972,North Carolina,Sampson County,37163,63531
1973,North Carolina,Scotland County,37165,34823
1974,North Carolina,Stanly County,37167,62806
1975,North Carolina,Stokes County,37169,45591
1976,North Carolina,Surry County,37171,71783
1977,North Carolina,Swain County,37173,14271
1978,North Carolina,Transylvania County,37175,34385
1979,North Carolina,Tyrrell County,37177,4016
1980,North Carolina,Union County,37179,239859
1981,North Carolina,Vance County,37181,44535
1982,North Carolina,Wake County,37183,1111761
1983,North Carolina,Warren County,37185,19731
1984,North Carolina,Washington County,37187,11580
1985,North Carolina,Watauga County,37189,56177
1986,North Carolina,Wayne County,37191,123131
1987,North Carolina,Wilkes County,37193,68412
1988,North Carolina,Wilson County,37195,81801
1989,North Carolina,Yadkin County,37197,37667
1990,North Carolina,Yancey County,37199,18069
1991,North Dakota,Adams County,38001,2216
1992,North Dakota,Barnes County,38003,10415
1993,North Dakota,Benson County,38005,6832
1994,North Dakota,Billings County,38007,928
1995,North Dakota,Bottineau County,38009,6282
1996,North Dakota,Bowman County,38011,3024
1997,North Dakota,Burke County,38013,2115
1998,North Dakota,Burleigh County,38015,95626
1999,North Dakota,Cass County,38017,181923
2000,North Dakota,Cavalier County,38019,3762
2001,North Dakota,Dickey County,38021,4872
2002,North Dakota,Divide County,38023,2264
2003,North Dakota,Dunn County,38025,4424
2004,North Dakota,Eddy County,38027,2287
2005,North Dakota,Emmons County,38029,3241
2006,North Dakota,Foster County,38031,3210
2007,North Dakota,Golden Valley County,38033,1761
2008,North Dakota,Grand Forks County,38035,69451
2009,North Dakota,Grant County,38037,2274
2010,North Dakota,Griggs County,38039,2231
2011,North Dakota,Hettinger County,38041,2499
2012,North Dakota,Kidder County,38043,2480
2013,North Dakota,LaMoure County,38045,4046
2014,North Dakota,Logan County,38047,1850
2015,North Dakota,McHenry County,38049,5745
2016,North Dakota,McIntosh County,38051,2497
2017,North Dakota,McKenzie County,38053,15024
2018,North Dakota,McLean County,38055,9450
2019,North Dakota,Mercer County,38057,8187
2020,North Dakota,Morton County,38059,31364
2021,North Dakota,Mountrail County,38061,10545
2022,North Dakota,Nelson County,38063,2879
2023,North Dakota,Oliver County,38065,1959
2024,North Dakota,Pembina County,38067,6801
2025,North Dakota,Pierce County,38069,3975
2026,North Dakota,Ramsey County,38071,11519
2027,North Dakota,Ransom County,38073,5218
2028,North Dakota,Renville County,38075,2327
2029,North Dakota,Richland County,38077,16177
2030,North Dakota,Rolette County,38079,14176
2031,North Dakota,Sargent County,38081,3898
2032,North Dakota,Sheridan County,38083,1315
2033,North Dakota,Sioux County,38085,4230
2034,North Dakota,Slope County,38087,750
2035,North Dakota,Stark County,38089,31489
2036,North Dakota,Steele County,38091,1890
2037,North Dakota,Stutsman County,38093,20704
2038,North Dakota,Towner County,38095,2189
2039,North Dakota,Traill County,38097,8036
2040,North Dakota,Walsh County,38099,10641
2041,North Dakota,Ward County,38101,67641
2042,North Dakota,Wells County,38103,3834
2043,North Dakota,Williams County,38105,37589
2044,Ohio,Adams County,39001,27698
2045,Ohio,Allen County,39003,102351
2046,Ohio,Ashland County,39005,53484
2047,Ohio,Ashtabula County,39007,97241
2048,Ohio,Athens County,39009,65327
2049,Ohio,Auglaize County,39011,45656
2050,Ohio,Belmont County,39013,67006
2051,Ohio,Brown County,39015,43432
2052,Ohio,Butler County,39017,383134
2053,Ohio,Carroll County,39019,26914
2054,Ohio,Champaign County,39021,38885
2055,Ohio,Clark County,39023,134083
2056,Ohio,Clermont County,39025,206428
2057,Ohio,Clinton County,39027,41968
2058,Ohio,Columbiana County,39029,101883
2059,Ohio,Coshocton County,39031,36600
2060,Ohio,Crawford County,39033,41494
2061,Ohio,Cuyahoga County,39035,1235072
2062,Ohio,Darke County,39037,51113
2063,Ohio,Defiance County,39039,38087
2064,Ohio,Delaware County,39041,209177
2065,Ohio,Erie County,39043,74266
2066,Ohio,Fairfield County,39045,157574
2067,Ohio,Fayette County,39047,28525
2068,Ohio,Franklin County,39049,1316756
2069,Ohio,Fulton County,39051,42126
2070,Ohio,Gallia County,39053,29898
2071,Ohio,Geauga County,39055,93649
2072,Ohio,Greene County,39057,168937
2073,Ohio,Guernsey County,39059,38875
2074,Ohio,Hamilton County,39061,817473
2075,Ohio,Hancock County,39063,75783
2076,Ohio,Hardin County,39065,31365
2077,Ohio,Harrison County,39067,15040
2078,Ohio,Henry County,39069,27006
2079,Ohio,Highland County,39071,43161
2080,Ohio,Hocking County,39073,28264
2081,Ohio,Holmes County,39075,43960
2082,Ohio,Huron County,39077,58266
2083,Ohio,Jackson County,39079,32413
2084,Ohio,Jefferson County,39081,65325
2085,Ohio,Knox County,39083,62322
2086,Ohio,Lake County,39085,230149
2087,Ohio,Lawrence County,39087,59463
2088,Ohio,Licking County,39089,176862
2089,Ohio,Logan County,39091,45672
2090,Ohio,Lorain County,39093,309833
2091,Ohio,Lucas County,39095,428348
2092,Ohio,Madison County,39097,44731
2093,Ohio,Mahoning County,39099,228683
2094,Ohio,Marion County,39101,65093
2095,Ohio,Medina County,39103,179746
2096,Ohio,Meigs County,39105,22907
2097,Ohio,Mercer County,39107,41172
2098,Ohio,Miami County,39109,106987
2099,Ohio,Monroe County,39111,13654
2100,Ohio,Montgomery County,39113,531687
2101,Ohio,Morgan County,39115,14508
2102,Ohio,Morrow County,39117,35328
2103,Ohio,Muskingum County,39119,86215
2104,Ohio,Noble County,39121,14424
2105,Ohio,Ottawa County,39123,40525
